IngredientCode,IngredientName,IngredientNameEnglish,CASNumber,MatchString,SourceCount,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,ATC
MENINGOCOCCUS OLIGOSZACHARID W135-CSOPORT,MENINGOCOCCUS OLIGOSZACHARID W135-CSOPORT,MENINGOCOCCUS OLIGOSZACHARID W135-CSOPORT,,"Manual Overrule Mapping (""MENINGOCOCCUS OLIGOSZACHARID W135-CSOPORT"")",-1,514012,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,Drug,RxNorm,Ingredient,S,314724,1970-01-01,2099-12-31,,
MENINGOCOCCUS OLIGOSZACHARID Y-CSOPORT,MENINGOCOCCUS OLIGOSZACHARID Y-CSOPORT,MENINGOCOCCUS OLIGOSZACHARID Y-CSOPORT,,"Manual Overrule Mapping (""MENINGOCOCCUS OLIGOSZACHARID Y-CSOPORT"")",-1,514015,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,Drug,RxNorm,Ingredient,S,314725,1970-01-01,2099-12-31,,
MENOTROPINS,MENOTROPINS,MENOTROPINS,,"SourceTerm - Ingredient Term (Orphan ingredient) (""MENOTROPINS"")",-1,36852653,MENOTROPINS,Drug,RxNorm Extension,Ingredient,S,OMOP5170269,1970-01-01,2099-12-31,,
MENTHAE PIPERITAE FOLIUM,MENTHAE PIPERITAE FOLIUM,MENTHAE PIPERITAE FOLIUM,,"First 2 words + "" EXTRACT"" from SourceTerm - Ingredient Term (Standardised) (""MENTHAE PIPERITAE EXTRACT"")",-1,42904027,MENTHA PIPERITA EXTRACT,Drug,RxNorm,Ingredient,S,1334930,2012-12-03,2099-12-31,,
MENTHOL,MENTHOL,MENTHOL,,"SourceTerm - Ingredient Term (""MENTHOL"")",-1,901656,MENTHOL,Drug,RxNorm,Ingredient,S,6750,1970-01-01,2099-12-31,,
MENTHONE,MENTHONE,MENTHONE,,"SourceTerm - Ingredient Term (""MENTHONE"")",-1,40684597,MENTHONE,Drug,RxNorm Extension,Ingredient,S,OMOP4754844,2016-11-18,2099-12-31,,
MENYANTHES TRIFOLIATA,MENYANTHES TRIFOLIATA,MENYANTHES TRIFOLIATA,,"First 2 words + "" EXTRACT"" from SourceTerm - Ingredient Term (""MENYANTHES TRIFOLIATA EXTRACT"")",-1,46233928,MENYANTHES TRIFOLIATA EXTRACT,Drug,RxNorm,Ingredient,S,1652100,2015-07-06,2099-12-31,,
MEPIVACAINE,MEPIVACAINE,MEPIVACAINE,,"SourceTerm - Ingredient Term (""MEPIVACAINE"")",-1,702774,MEPIVACAINE,Drug,RxNorm,Ingredient,S,6759,1970-01-01,2099-12-31,,
MEPOLIZUMAB,MEPOLIZUMAB,MEPOLIZUMAB,,"SourceTerm - Ingredient Term (""MEPOLIZUMAB"")",-1,35606631,MEPOLIZUMAB,Drug,RxNorm,Ingredient,S,1720597,2016-05-02,2099-12-31,,
MERCAPTOPURINE,MERCAPTOPURINE,MERCAPTOPURINE,,"SourceTerm - Ingredient Term (""MERCAPTOPURINE"")",-1,1436650,MERCAPTOPURINE,Drug,RxNorm,Ingredient,S,103,1970-01-01,2099-12-31,,L01BB02
MEROPENEM,MEROPENEM,MEROPENEM,,"SourceTerm - Ingredient Term (""MEROPENEM"")",-1,1709170,MEROPENEM,Drug,RxNorm,Ingredient,S,29561,1970-01-01,2099-12-31,,J01DH02
MERTIATIDE,MERTIATIDE,MERTIATIDE,,"SourceTerm - Ingredient Term (""MERTIATIDE"")",-1,2100517,MERTIATIDE,Drug,RxNorm Extension,Ingredient,S,OMOP4976865,1970-01-01,2099-12-31,,
MESALAZINE,MESALAZINE,MESALAZINE,,"SourceTerm - Synonym Term Synonym of (""MESALAZINE"")",-1,968426,MESALAMINE,Drug,RxNorm,Ingredient,S,52582,1970-01-01,2099-12-31,,A07EC02
MESNA,MESNA,MESNA,,"SourceTerm - Ingredient Term (""MESNA"")",-1,1354698,MESNA,Drug,RxNorm,Ingredient,S,44,1970-01-01,2099-12-31,,
METADOXINE,METADOXINE,METADOXINE,,"Manual Overrule Mapping (""METADOXINE"")",-1,43014228,PYRROLIDONE CARBOXYLATE,Drug,RxNorm,Ingredient,S,1370623,2013-03-04,2099-12-31,,
METAMIZOLE SODIUM (NORAMINOPHENAZONUM NATRIUM MESYLICUM),METAMIZOLE SODIUM (NORAMINOPHENAZONUM NATRIUM MESYLICUM),METAMIZOLE SODIUM (NORAMINOPHENAZONUM NATRIUM MESYLICUM),,"First 2 words from SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""METAMIZOLE SODIUM"")",-1,19031397,DIPYRONE,Drug,RxNorm,Ingredient,S,3523,1970-01-01,2099-12-31,,N02BB72
METFORMIN,METFORMIN,METFORMIN,,"SourceTerm - Ingredient Term (""METFORMIN"")",-1,1503297,METFORMIN,Drug,RxNorm,Ingredient,S,6809,1970-01-01,2099-12-31,,
METHADON,METHADON,METHADON,,"SourceTerm - Ingredient Term (Standardised) (""METHADON"")",-1,1103640,METHADONE,Drug,RxNorm,Ingredient,S,6813,1970-01-01,2099-12-31,,N07BC02
METHIONINE,METHIONINE,METHIONINE,,"SourceTerm - Ingredient Term (""METHIONINE"")",-1,19004724,METHIONINE,Drug,RxNorm,Ingredient,S,6837,1970-01-01,2099-12-31,,
METHOTREXATE,METHOTREXATE,METHOTREXATE,,"SourceTerm - Ingredient Term (""METHOTREXATE"")",-1,1305058,METHOTREXATE,Drug,RxNorm,Ingredient,S,6851,1970-01-01,2099-12-31,,L04AX03
METHOXSALEN,METHOXSALEN,METHOXSALEN,,"SourceTerm - Ingredient Term (""METHOXSALEN"")",-1,905223,METHOXSALEN,Drug,RxNorm,Ingredient,S,6854,1970-01-01,2099-12-31,,D05BA02
METHYL SALICYLATE,METHYL SALICYLATE,METHYL SALICYLATE,,"SourceTerm - Ingredient Term (""METHYL SALICYLATE"")",-1,909440,METHYL SALICYLATE,Drug,RxNorm,Ingredient,S,29787,1970-01-01,2099-12-31,,
METHYLDOPA,METHYLDOPA,METHYLDOPA,,"SourceTerm - Ingredient Term (""METHYLDOPA"")",-1,1305447,METHYLDOPA,Drug,RxNorm,Ingredient,S,6876,1970-01-01,2099-12-31,,
METHYLNALTREXONE BROMIDE,METHYLNALTREXONE BROMIDE,METHYLNALTREXONE BROMIDE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""METHYLNALTREXONE BROMIDE"")",-1,909841,METHYLNALTREXONE,Drug,RxNorm,Ingredient,S,29899,2008-06-29,2099-12-31,,A06AH01
METHYLPHENIDATE,METHYLPHENIDATE,METHYLPHENIDATE,,"SourceTerm - Ingredient Term (""METHYLPHENIDATE"")",-1,705944,METHYLPHENIDATE,Drug,RxNorm,Ingredient,S,6901,1970-01-01,2099-12-31,,N06BA04
METHYLPREDNISOLONE,METHYLPREDNISOLONE,METHYLPREDNISOLONE,,"SourceTerm - Ingredient Term (""METHYLPREDNISOLONE"")",-1,1506270,METHYLPREDNISOLONE,Drug,RxNorm,Ingredient,S,6902,1970-01-01,2099-12-31,,S01CA08
METHYLPREDNISOLONE ACEPONATE,METHYLPREDNISOLONE ACEPONATE,METHYLPREDNISOLONE ACEPONATE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""METHYLPREDNISOLONE ACEPONATE"")",-1,1506270,METHYLPREDNISOLONE,Drug,RxNorm,Ingredient,S,6902,1970-01-01,2099-12-31,,S01CA08
METOCLOPRAMIDE,METOCLOPRAMIDE,METOCLOPRAMIDE,,"SourceTerm - Ingredient Term (""METOCLOPRAMIDE"")",-1,906780,METOCLOPRAMIDE,Drug,RxNorm,Ingredient,S,6915,1970-01-01,2099-12-31,,A03FA01
METOPROLOL,METOPROLOL,METOPROLOL,,"SourceTerm - Ingredient Term (""METOPROLOL"")",-1,1307046,METOPROLOL,Drug,RxNorm,Ingredient,S,6918,1970-01-01,2099-12-31,,
METRONIDAZOLE,METRONIDAZOLE,METRONIDAZOLE,,"SourceTerm - Ingredient Term (""METRONIDAZOLE"")",-1,1707164,METRONIDAZOLE,Drug,RxNorm,Ingredient,S,6922,1970-01-01,2099-12-31,,
MEXILETINE,MEXILETINE,MEXILETINE,,"SourceTerm - Ingredient Term (""MEXILETINE"")",-1,1307542,MEXILETINE,Drug,RxNorm,Ingredient,S,6926,1970-01-01,2099-12-31,,C01BB02
MIANSERIN,MIANSERIN,MIANSERIN,,"SourceTerm - Ingredient Term (""MIANSERIN"")",-1,19007737,MIANSERIN,Drug,RxNorm,Ingredient,S,6929,1970-01-01,2099-12-31,,N06AX03
MICAFUNGIN,MICAFUNGIN,MICAFUNGIN,,"SourceTerm - Ingredient Term (""MICAFUNGIN"")",-1,19018013,MICAFUNGIN,Drug,RxNorm,Ingredient,S,325887,2005-11-13,2099-12-31,,J02AX05
MICONAZOLE,MICONAZOLE,MICONAZOLE,,"SourceTerm - Ingredient Term (""MICONAZOLE"")",-1,907879,MICONAZOLE,Drug,RxNorm,Ingredient,S,6932,1970-01-01,2099-12-31,,
MIDAZOLAM,MIDAZOLAM,MIDAZOLAM,,"SourceTerm - Ingredient Term (""MIDAZOLAM"")",-1,708298,MIDAZOLAM,Drug,RxNorm,Ingredient,S,6960,1970-01-01,2099-12-31,,N05CD08
MIDODRINE,MIDODRINE,MIDODRINE,,"SourceTerm - Ingredient Term (""MIDODRINE"")",-1,1308368,MIDODRINE,Drug,RxNorm,Ingredient,S,6963,1970-01-01,2099-12-31,,C01CA17
MIDOSTAURIN,MIDOSTAURIN,MIDOSTAURIN,,"SourceTerm - Ingredient Term (""MIDOSTAURIN"")",-1,1594003,MIDOSTAURIN,Drug,RxNorm,Ingredient,S,1919083,2017-08-07,2099-12-31,,
MIFAMURTIDE,MIFAMURTIDE,MIFAMURTIDE,,"SourceTerm - Ingredient Term (""MIFAMURTIDE"")",-1,36878942,MIFAMURTIDE,Drug,RxNorm Extension,Ingredient,S,OMOP988462,2015-09-29,2099-12-31,,L03AX15
MIGLUSTAT,MIGLUSTAT,MIGLUSTAT,,"SourceTerm - Ingredient Term (""MIGLUSTAT"")",-1,19045272,MIGLUSTAT,Drug,RxNorm,Ingredient,S,402316,1970-01-01,2099-12-31,,A16AX06
MILRINONE,MILRINONE,MILRINONE,,"SourceTerm - Ingredient Term (""MILRINONE"")",-1,1368671,MILRINONE,Drug,RxNorm,Ingredient,S,52769,1970-01-01,2099-12-31,,C01CE02
MIRABEGRON,MIRABEGRON,MIRABEGRON,,"SourceTerm - Ingredient Term (""MIRABEGRON"")",-1,42873636,MIRABEGRON,Drug,RxNorm,Ingredient,S,1300786,2012-08-06,2099-12-31,,G04BD12
MIRTAZAPINE,MIRTAZAPINE,MIRTAZAPINE,,"SourceTerm - Ingredient Term (""MIRTAZAPINE"")",-1,725131,MIRTAZAPINE,Drug,RxNorm,Ingredient,S,15996,1970-01-01,2099-12-31,,N06AX11
MITOTAN,MITOTAN,MITOTAN,,"SourceTerm - Ingredient Term (Standardised) (""MITOTAN"")",-1,1309161,MITOTANE,Drug,RxNorm,Ingredient,S,7004,1970-01-01,2099-12-31,,L01XX23
MITOXANTRONE,MITOXANTRONE,MITOXANTRONE,,"SourceTerm - Ingredient Term (""MITOXANTRONE"")",-1,1309188,MITOXANTRONE,Drug,RxNorm,Ingredient,S,7005,1970-01-01,2099-12-31,,L01DB07
MIVACURIUM,MIVACURIUM,MIVACURIUM,,"SourceTerm - Ingredient Term (""MIVACURIUM"")",-1,19010459,MIVACURIUM,Drug,RxNorm,Ingredient,S,30077,1970-01-01,2099-12-31,,M03AC10
MOCLOBEMIDE,MOCLOBEMIDE,MOCLOBEMIDE,,"SourceTerm - Ingredient Term (""MOCLOBEMIDE"")",-1,19010652,MOCLOBEMIDE,Drug,RxNorm,Ingredient,S,30121,1970-01-01,2099-12-31,,N06AG02
MOLSIDOMINE,MOLSIDOMINE,MOLSIDOMINE,,"SourceTerm - Ingredient Term (""MOLSIDOMINE"")",-1,19009819,MOLSIDOMINE,Drug,RxNorm,Ingredient,S,7023,1970-01-01,2099-12-31,,C01DX12
MOLYBDENUM,MOLYBDENUM,MOLYBDENUM,,"SourceTerm - Ingredient Term (""MOLYBDENUM"")",-1,19009896,MOLYBDENUM,Drug,RxNorm,Ingredient,S,7024,1970-01-01,2099-12-31,,
MOMETASONE,MOMETASONE,MOMETASONE,,"SourceTerm - Ingredient Term (""MOMETASONE"")",-1,905233,MOMETASONE,Drug,RxNorm,Ingredient,S,108118,1970-01-01,2099-12-31,,
MOMETASONE FUROATE,MOMETASONE FUROATE,MOMETASONE FUROATE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""MOMETASONE FUROATE"")",-1,905233,MOMETASONE,Drug,RxNorm,Ingredient,S,108118,1970-01-01,2099-12-31,,
MONTELUKAST,MONTELUKAST,MONTELUKAST,,"SourceTerm - Ingredient Term (""MONTELUKAST"")",-1,1154161,MONTELUKAST,Drug,RxNorm,Ingredient,S,88249,1970-01-01,2099-12-31,,
"MORBILLI VÍRUS ÉLő, ATTENUÁLT","MORBILLI VÍRUS ÉLő, ATTENUÁLT","MORBILLI VÍRUS ÉLő, ATTENUÁLT",,"Manual Overrule Mapping (""MORBILLI VÍRUS ÉLő, ATTENUÁLT"")",-1,532272,"MEASLES VIRUS VACCINE LIVE, ENDERS' ATTENUATED EDMONSTON STRAIN",Drug,RxNorm,Ingredient,S,804179,2008-08-31,2099-12-31,,J07BD54
MOROCTOCOG ALFA,MOROCTOCOG ALFA,MOROCTOCOG ALFA,,"SourceTerm - Ingredient Relationship ""Substance"" with relation ""Maps to"" - Filter on best fit (""MOROCTOCOG ALFA"")",-1,1352213,FACTOR VIII,Drug,RxNorm,Ingredient,S,4257,1970-01-01,2099-12-31,,B02BD14
MORPHINE,MORPHINE,MORPHINE,,"SourceTerm - Ingredient Term (""MORPHINE"")",-1,1110410,MORPHINE,Drug,RxNorm,Ingredient,S,7052,1970-01-01,2099-12-31,,N02AG01
MOXIFLOXACIN,MOXIFLOXACIN,MOXIFLOXACIN,,"SourceTerm - Ingredient Term (""MOXIFLOXACIN"")",-1,1716903,MOXIFLOXACIN,Drug,RxNorm,Ingredient,S,139462,1970-01-01,2099-12-31,,S01AE07
MOXONIDINE,MOXONIDINE,MOXONIDINE,,"SourceTerm - Ingredient Term (""MOXONIDINE"")",-1,19011021,MOXONIDINE,Drug,RxNorm,Ingredient,S,30257,1970-01-01,2099-12-31,,
MUCOPOLYSACCHARIDE POLYSULFATE,MUCOPOLYSACCHARIDE POLYSULFATE,MUCOPOLYSACCHARIDE POLYSULFATE,,"SourceTerm - Ingredient Term (""MUCOPOLYSACCHARIDE POLYSULFATE"")",-1,19011028,MUCOPOLYSACCHARIDE POLYSULFATE,Drug,RxNorm,Ingredient,S,30320,1970-01-01,2099-12-31,,
MUMPS VACCINE,MUMPS VACCINE,MUMPS VACCINE,,"Manual Overrule Mapping (""MUMPS VACCINE"")",-1,529713,"MUMPS VIRUS VACCINE LIVE, JERYL LYNN STRAIN",Drug,RxNorm,Ingredient,S,798372,2008-06-29,2099-12-31,,
"MUMPS VÍRUS VACCINA, ÉLő","MUMPS VÍRUS VACCINA, ÉLő","MUMPS VÍRUS VACCINA, ÉLő",,"First 2 words from SourceTerm - Ingredient Term (Standardised) (""MUMPS VÍRUS"")",-1,43532049,MUMPS VIRUS,Drug,RxNorm,Ingredient,S,1426911,2013-07-01,2099-12-31,,J07BD54
MUPIROCIN,MUPIROCIN,MUPIROCIN,,"SourceTerm - Ingredient Term (""MUPIROCIN"")",-1,951511,MUPIROCIN,Drug,RxNorm,Ingredient,S,42372,1970-01-01,2099-12-31,,
MYCOBACTERIUM BOVIS,MYCOBACTERIUM BOVIS,MYCOBACTERIUM BOVIS,,"SourceTerm - Ingredient Term (""MYCOBACTERIUM BOVIS"")",-1,42903970,MYCOBACTERIUM BOVIS,Drug,RxNorm,Ingredient,S,1320629,2012-12-03,2099-12-31,,
MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,,"SourceTerm - Ingredient Term (""MYCOPHENOLATE MOFETIL"")",-1,19003999,MYCOPHENOLATE MOFETIL,Drug,RxNorm,Ingredient,S,68149,1970-01-01,2099-12-31,,
MYCOPHENOLIC ACID,MYCOPHENOLIC ACID,MYCOPHENOLIC ACID,,"SourceTerm - Ingredient Term (""MYCOPHENOLIC ACID"")",-1,19012565,MYCOPHENOLIC ACID,Drug,RxNorm,Ingredient,S,7145,2005-07-24,2099-12-31,,L04AA06
MYRISTICAE SEMEN,MYRISTICAE SEMEN,MYRISTICAE SEMEN,,"Manual Overrule Mapping (""MYRISTICAE SEMEN"")",-1,45776901,MYRISTICA FRAGRANS WHOLE EXTRACT,Drug,RxNorm,Ingredient,S,1544248,2014-12-01,2099-12-31,,
MYRTECAINE,MYRTECAINE,MYRTECAINE,,"SourceTerm - Ingredient Term (""MYRTECAINE"")",-1,19080395,MYRTECAINE,Drug,RxNorm,Ingredient,S,59082,1970-01-01,2099-12-31,,
MÉHMÉREG,MÉHMÉREG,MÉHMÉREG,,"Manual Overrule Mapping (""MÉHMÉREG"")",-1,514834,HONEY BEE VENOM,Drug,RxNorm,Ingredient,S,124427,1970-01-01,2099-12-31,,
NABUMETONE,NABUMETONE,NABUMETONE,,"SourceTerm - Ingredient Term (""NABUMETONE"")",-1,1113648,NABUMETONE,Drug,RxNorm,Ingredient,S,31448,1970-01-01,2099-12-31,,M01AX01
NADROPARIN,NADROPARIN,NADROPARIN,,"SourceTerm - Ingredient Term (""NADROPARIN"")",-1,19001014,NADROPARIN,Drug,RxNorm,Ingredient,S,67031,1970-01-01,2099-12-31,,B01AB06
NAFTIFINE,NAFTIFINE,NAFTIFINE,,"SourceTerm - Ingredient Term (""NAFTIFINE"")",-1,914053,NAFTIFINE,Drug,RxNorm,Ingredient,S,31476,1970-01-01,2099-12-31,,D01AE22
NALORPHIN BROMID,NALORPHIN BROMID,NALORPHIN BROMID,,"First 1 words from SourceTerm - Ingredient Term (Standardised) (""NALORPHIN"")",-1,40798987,NALORPHINE,Drug,RxNorm Extension,Ingredient,S,OMOP2721325,2017-07-18,2099-12-31,,V03AB02
NALOXONE,NALOXONE,NALOXONE,,"SourceTerm - Ingredient Term (""NALOXONE"")",-1,1114220,NALOXONE,Drug,RxNorm,Ingredient,S,7242,1970-01-01,2099-12-31,,
NALTREXONE,NALTREXONE,NALTREXONE,,"SourceTerm - Ingredient Term (""NALTREXONE"")",-1,1714319,NALTREXONE,Drug,RxNorm,Ingredient,S,7243,1970-01-01,2099-12-31,,N07BB04
NANDROLONE DECANOATE,NANDROLONE DECANOATE,NANDROLONE DECANOATE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""NANDROLONE DECANOATE"")",-1,1514412,NANDROLONE,Drug,RxNorm,Ingredient,S,7244,1970-01-01,2099-12-31,,
NAPHAZOLINE,NAPHAZOLINE,NAPHAZOLINE,,"SourceTerm - Ingredient Term (""NAPHAZOLINE"")",-1,914533,NAPHAZOLINE,Drug,RxNorm,Ingredient,S,7247,1970-01-01,2099-12-31,,
NAPROXEN,NAPROXEN,NAPROXEN,,"SourceTerm - Ingredient Term (""NAPROXEN"")",-1,1115008,NAPROXEN,Drug,RxNorm,Ingredient,S,7258,1970-01-01,2099-12-31,,
NATALIZUMAB,NATALIZUMAB,NATALIZUMAB,,"SourceTerm - Ingredient Term (""NATALIZUMAB"")",-1,735843,NATALIZUMAB,Drug,RxNorm,Ingredient,S,354770,1970-01-01,2099-12-31,,L04AA23
NATAMYCIN,NATAMYCIN,NATAMYCIN,,"SourceTerm - Ingredient Term (""NATAMYCIN"")",-1,915392,NATAMYCIN,Drug,RxNorm,Ingredient,S,7268,1970-01-01,2099-12-31,,
NATRIUM BROMID,NATRIUM BROMID,NATRIUM BROMID,,"Manual Overrule Mapping (""NATRIUM BROMID"")",-1,42900071,SODIUM BROMIDE,Drug,RxNorm,Ingredient,S,1311138,2012-10-01,2099-12-31,,
NATRIUM IODID,NATRIUM IODID,NATRIUM IODID,,"ATC - RxNorm (""V09FX02, V09FX03, V10XA01"")",-1,19069873,SODIUM IODIDE,Drug,RxNorm,Ingredient,S,9884,1970-01-01,2099-12-31,,V10XA01
NEBIVOLOL,NEBIVOLOL,NEBIVOLOL,,"SourceTerm - Ingredient Term (""NEBIVOLOL"")",-1,1314577,NEBIVOLOL,Drug,RxNorm,Ingredient,S,31555,1970-01-01,2099-12-31,,C07FB12
NEISSERIA MENINGITIDIS,NEISSERIA MENINGITIDIS,NEISSERIA MENINGITIDIS,,"SourceTerm - Ingredient Term (""NEISSERIA MENINGITIDIS"")",-1,515671,NEISSERIA MENINGITIDIS,Drug,RxNorm,Ingredient,S,7288,1970-01-01,2099-12-31,,
NEISSERIA MENINGITIDIS VAKCINA,NEISSERIA MENINGITIDIS VAKCINA,NEISSERIA MENINGITIDIS VAKCINA,,"First 2 words from SourceTerm - Ingredient Term (""NEISSERIA MENINGITIDIS"")",-1,515671,NEISSERIA MENINGITIDIS,Drug,RxNorm,Ingredient,S,7288,1970-01-01,2099-12-31,,
NELARABINE,NELARABINE,NELARABINE,,"SourceTerm - Ingredient Term (""NELARABINE"")",-1,19002912,NELARABINE,Drug,RxNorm,Ingredient,S,274771,2006-02-26,2099-12-31,,L01BB07
NEOMYCIN,NEOMYCIN,NEOMYCIN,,"SourceTerm - Ingredient Term (""NEOMYCIN"")",-1,915981,NEOMYCIN,Drug,RxNorm,Ingredient,S,7299,1970-01-01,2099-12-31,,S03AA01
NEOSTIGMINE,NEOSTIGMINE,NEOSTIGMINE,,"SourceTerm - Ingredient Term (""NEOSTIGMINE"")",-1,717136,NEOSTIGMINE,Drug,RxNorm,Ingredient,S,7315,1970-01-01,2099-12-31,,
NEPAFENAC,NEPAFENAC,NEPAFENAC,,"SourceTerm - Ingredient Term (""NEPAFENAC"")",-1,909795,NEPAFENAC,Drug,RxNorm,Ingredient,S,298665,2005-11-13,2099-12-31,,S01BC10
NETUPITANT,NETUPITANT,NETUPITANT,,"SourceTerm - Ingredient Term (""NETUPITANT"")",-1,45774966,NETUPITANT,Drug,RxNorm,Ingredient,S,1552337,2014-12-01,2099-12-31,,
NEVIRAPINE,NEVIRAPINE,NEVIRAPINE,,"SourceTerm - Ingredient Term (""NEVIRAPINE"")",-1,1769389,NEVIRAPINE,Drug,RxNorm,Ingredient,S,53654,1970-01-01,2099-12-31,,J05AR07
NICERGOLINE,NICERGOLINE,NICERGOLINE,,"SourceTerm - Ingredient Term (""NICERGOLINE"")",-1,19018352,NICERGOLINE,Drug,RxNorm,Ingredient,S,7398,1970-01-01,2099-12-31,,C04AE02
NICKEL,NICKEL,NICKEL,,"SourceTerm - Ingredient Term (""NICKEL"")",-1,42900439,NICKEL,Drug,RxNorm,Ingredient,S,1311629,2012-10-01,2099-12-31,,
NICOTINAMIDE,NICOTINAMIDE,NICOTINAMIDE,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""NICOTINAMIDE"")",-1,19018419,NIACINAMIDE,Drug,RxNorm,Ingredient,S,7405,1970-01-01,2099-12-31,,A11HA01
NICOTINE,NICOTINE,NICOTINE,,"SourceTerm - Ingredient Term (""NICOTINE"")",-1,718583,NICOTINE,Drug,RxNorm,Ingredient,S,7407,1970-01-01,2099-12-31,,N07BA01
NICOTINIC ACID,NICOTINIC ACID,NICOTINIC ACID,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""NICOTINIC ACID"")",-1,1517824,NIACIN,Drug,RxNorm,Ingredient,S,7393,1970-01-01,2099-12-31,,C10BA01
NIFEDIPINE,NIFEDIPINE,NIFEDIPINE,,"SourceTerm - Ingredient Term (""NIFEDIPINE"")",-1,1318853,NIFEDIPINE,Drug,RxNorm,Ingredient,S,7417,1970-01-01,2099-12-31,,C08GA01
NIFLUMIC ACID,NIFLUMIC ACID,NIFLUMIC ACID,,"SourceTerm - Ingredient Term (""NIFLUMIC ACID"")",-1,19019023,NIFLUMIC ACID,Drug,RxNorm,Ingredient,S,7418,1970-01-01,2099-12-31,,
NILOTINIB,NILOTINIB,NILOTINIB,,"SourceTerm - Ingredient Term (""NILOTINIB"")",-1,1394023,NILOTINIB,Drug,RxNorm,Ingredient,S,662281,2007-12-30,2099-12-31,,
NIMESULIDE,NIMESULIDE,NIMESULIDE,,"SourceTerm - Ingredient Term (""NIMESULIDE"")",-1,19069425,NIMESULIDE,Drug,RxNorm,Ingredient,S,53694,1970-01-01,2099-12-31,,
NINTEDANIB,NINTEDANIB,NINTEDANIB,,"SourceTerm - Ingredient Term (""NINTEDANIB"")",-1,45775396,NINTEDANIB,Drug,RxNorm,Ingredient,S,1592737,2014-12-01,2099-12-31,,
NIRAPARIB,NIRAPARIB,NIRAPARIB,,"SourceTerm - Ingredient Term (""NIRAPARIB"")",-1,1593861,NIRAPARIB,Drug,RxNorm,Ingredient,S,1918231,2017-08-07,2099-12-31,,
NITRAZEPAM,NITRAZEPAM,NITRAZEPAM,,"SourceTerm - Ingredient Term (""NITRAZEPAM"")",-1,19020021,NITRAZEPAM,Drug,RxNorm,Ingredient,S,7440,1970-01-01,2099-12-31,,N05CD02
NITROFURANTOIN,NITROFURANTOIN,NITROFURANTOIN,,"SourceTerm - Ingredient Term (""NITROFURANTOIN"")",-1,920293,NITROFURANTOIN,Drug,RxNorm,Ingredient,S,7454,1970-01-01,2099-12-31,,
NITROGEN MONOXYDE,NITROGEN MONOXYDE,NITROGEN MONOXYDE,,"SourceTerm - Ingredient Relationship (Standardised) Synonym of ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""NITROGEN MONOXYDE"")",-1,19020068,NITRIC OXIDE,Drug,RxNorm,Ingredient,S,7442,1970-01-01,2099-12-31,,R07AX01
NITROGLYCERIN,NITROGLYCERIN,NITROGLYCERIN,,"SourceTerm - Ingredient Term (""NITROGLYCERIN"")",-1,1361711,NITROGLYCERIN,Drug,RxNorm,Ingredient,S,4917,1970-01-01,2099-12-31,,C05AE01
NITROUS OXIDE,NITROUS OXIDE,NITROUS OXIDE,,"SourceTerm - Ingredient Term (""NITROUS OXIDE"")",-1,19021129,NITROUS OXIDE,Drug,RxNorm,Ingredient,S,7486,1970-01-01,2099-12-31,,
NIVOLUMAB,NIVOLUMAB,NIVOLUMAB,,"SourceTerm - Ingredient Term (""NIVOLUMAB"")",-1,45892628,NIVOLUMAB,Drug,RxNorm,Ingredient,S,1597876,2015-03-02,2099-12-31,,L01XC17
NOMEGESTROL,NOMEGESTROL,NOMEGESTROL,,"SourceTerm - Ingredient Term (""NOMEGESTROL"")",-1,19015533,NOMEGESTROL,Drug,RxNorm,Ingredient,S,31930,1970-01-01,2099-12-31,,G03FB12
NONACOG ALFA,NONACOG ALFA,NONACOG ALFA,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""NONACOG ALFA"")",-1,1351935,FACTOR IX,Drug,RxNorm,Ingredient,S,4249,1970-01-01,2099-12-31,,
NONACOG BETA PEGOL,NONACOG BETA PEGOL,NONACOG BETA PEGOL,,"SourceTerm - Ingredient Term (""NONACOG BETA PEGOL"")",-1,2987225,NONACOG BETA PEGOL,Drug,RxNorm Extension,Ingredient,S,OMOP5154916,2016-11-01,2099-12-31,,
